,BUILT_FORM,TOTAL_FLOOR_AREA,FLOOR_HEIGHT,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,WINDOWS_DESCRIPTION,WALLS_DESCRIPTION,ROOF_DESCRIPTION,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,MULTI_GLAZE_PROPORTION,MAINHEAT_DESCRIPTION,SECONDHEAT_DESCRIPTION,MECHANICAL_VENTILATION,MAINS_GAS_FLAG,SOLAR_WATER_HEATING_FLAG,PHOTO_SUPPLY
0,5,133.6,2.44,3,6.0,3,3,4,6.0,0.0,98.0,7,10,2,1,0,0.0
1,0,92.2,2.4,3,6.0,0,25,6,6.0,0.0,100.0,7,10,2,1,0,0.0
2,0,145.8,2.4,3,7.0,0,0,14,7.0,0.0,100.0,7,0,2,1,0,0.0
3,5,79.4,2.51,3,4.0,0,3,8,4.0,0.0,100.0,7,10,2,1,0,0.0
4,4,67.3,2.4,3,4.0,3,3,8,4.0,0.0,33.0,7,0,2,1,0,0.0
5,4,79.75,2.494,3,5.0,0,16,4,5.0,4.0,100.0,7,12,2,1,0,0.0
6,5,82.25,2.4,3,5.0,0,16,5,5.0,0.0,100.0,7,0,2,1,0,0.0
7,5,60.3,2.42,3,3.0,0,3,8,3.0,0.0,100.0,7,0,2,1,0,0.0
8,5,89.0,2.34,3,4.0,0,0,6,4.0,0.0,100.0,7,0,2,0,0,0.0
9,5,76.25,2.36,3,4.0,0,1,17,4.0,0.0,100.0,7,0,2,1,0,0.0
10,3,67.25,2.3,3,3.0,3,25,4,3.0,0.0,78.0,7,10,2,1,0,0.0
11,5,191.8,2.4,3,7.0,0,0,8,7.0,0.0,100.0,7,0,2,1,0,0.0
12,5,183.2,2.53,3,10.0,0,16,4,10.0,0.0,100.0,7,0,2,1,0,0.0
13,4,62.4,2.41,3,3.0,3,16,4,3.0,0.0,55.0,7,0,2,1,0,0.0
14,5,84.6,2.42,3,4.0,0,21,7,4.0,0.0,100.0,7,9,2,1,0,0.0
15,4,55.3,2.4,3,3.0,0,2,17,3.0,0.0,100.0,7,10,2,1,0,0.0
16,4,66.25,2.5,3,5.0,3,1,7,4.0,0.0,90.0,21,10,2,1,0,0.0
17,5,69.5,2.34,3,4.0,0,0,14,4.0,0.0,100.0,7,0,2,1,0,0.0
18,4,83.5,2.8,3,5.0,3,16,3,5.0,0.0,40.0,7,0,2,1,0,0.0
19,3,89.75,2.35,3,5.0,0,21,17,2.0,0.0,100.0,35,9,2,1,0,0.0
20,0,82.0,2.3,3,6.0,0,0,7,6.0,0.0,100.0,7,10,2,1,0,0.0
21,5,96.25,2.42,3,5.0,0,1,3,5.0,0.0,100.0,7,0,2,1,0,0.0
22,3,127.25,2.53,3,8.0,0,8,3,8.0,0.0,100.0,7,0,2,1,0,0.0
23,5,175.1,2.4,3,9.0,0,1,6,9.0,0.0,100.0,7,0,2,1,0,0.0
24,0,86.2,2.6,3,4.0,0,0,9,4.0,0.0,100.0,7,10,2,1,0,0.0
25,3,82.0,2.3,3,6.0,0,0,15,6.0,0.0,100.0,7,0,2,1,0,0.0
26,0,113.4,2.4,3,6.0,0,0,6,6.0,0.0,100.0,7,10,2,1,0,0.0
27,3,84.7,2.32,3,5.0,0,2,6,5.0,0.0,100.0,7,0,2,1,0,0.0
28,5,85.0,2.5,3,5.0,0,23,8,4.0,0.0,100.0,7,9,2,1,0,0.0
29,3,74.1,2.3,3,5.0,0,0,11,5.0,0.0,100.0,7,0,2,1,0,0.0
30,5,72.3,2.66,3,6.0,3,1,6,6.0,0.0,66.0,7,0,2,1,0,0.0
31,4,52.0,2.7,3,3.0,0,16,7,3.0,0.0,100.0,7,10,2,1,0,0.0
32,5,76.94,2.25,3,4.0,0,0,8,4.0,0.0,100.0,7,0,2,1,0,0.0
33,3,116.9,2.64,3,5.0,3,2,7,5.0,0.0,50.0,7,0,2,1,0,0.0
34,3,105.0,2.4,3,5.0,0,0,7,5.0,0.0,100.0,7,0,2,1,0,0.0
35,0,103.5,2.42,3,7.0,0,0,12,7.0,0.0,100.0,7,10,2,1,0,0.0
36,0,150.8,2.34,3,5.0,0,3,11,5.0,0.0,100.0,7,0,2,1,0,0.0
37,5,149.8,2.82,3,4.0,0,16,14,4.0,0.0,100.0,7,0,2,1,0,0.0
38,5,46.2,2.37,3,2.0,0,3,6,2.0,0.0,100.0,7,10,2,1,0,0.0
39,4,114.5,2.3,3,7.0,0,3,7,7.0,0.0,100.0,7,0,2,1,0,0.0
40,4,56.75,2.74,3,4.0,0,1,19,4.0,0.0,100.0,7,9,2,1,0,0.0
41,0,45.5,2.3,3,2.0,0,3,4,2.0,0.0,100.0,7,10,2,1,0,0.0
42,0,78.1,3.14,3,4.0,0,1,3,4.0,0.0,100.0,7,10,2,1,0,0.0
43,3,80.0,2.4,3,4.0,0,1,4,4.0,0.0,100.0,21,1,2,0,0,0.0
44,5,78.44,2.65,3,4.0,0,3,3,4.0,0.0,100.0,7,10,2,1,0,0.0
45,0,92.44,2.37,3,5.0,0,1,4,5.0,0.0,100.0,7,0,2,1,0,0.0
46,0,117.8,2.23,3,7.0,0,0,7,7.0,0.0,100.0,7,10,2,1,0,0.0
47,0,176.5,2.48,3,7.0,0,3,14,7.0,1.0,100.0,7,10,2,1,0,0.0
48,4,90.2,2.35,3,5.0,0,12,7,5.0,0.0,100.0,7,0,2,1,0,0.0
49,5,94.7,2.35,3,4.0,2,16,4,4.0,0.0,88.0,8,9,2,0,0,0.0
50,3,152.1,2.98,3,7.0,0,16,3,7.0,2.0,100.0,7,10,2,1,0,0.0
51,5,86.94,2.49,3,5.0,0,3,11,5.0,0.0,100.0,21,9,2,1,0,0.0
52,5,94.44,2.52,3,5.0,0,1,4,4.0,0.0,100.0,7,10,2,1,0,0.0
53,4,64.94,2.64,3,4.0,0,12,6,4.0,0.0,100.0,7,10,2,1,0,0.0
54,4,95.1,2.4,3,4.0,3,2,2,4.0,0.0,80.0,7,10,2,1,0,0.0
55,4,82.4,2.6,3,5.0,4,3,6,5.0,0.0,0.0,7,10,2,1,0,0.0
56,5,121.2,2.3,3,5.0,0,0,6,5.0,0.0,100.0,7,10,2,1,0,0.0
57,4,93.94,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7,9,2,1,0,0.0
58,4,47.34,2.3,3,2.0,0,0,8,2.0,0.0,100.0,7,0,2,1,0,0.0
59,5,81.5,2.5,3,6.0,0,1,6,6.0,0.0,100.0,7,10,2,1,0,0.0
60,0,93.4,2.27,3,4.0,0,2,4,4.0,0.0,100.0,7,8,2,1,0,0.0
61,5,105.06,2.45,3,5.0,3,3,14,5.0,0.0,60.0,7,10,2,1,0,0.0
62,0,156.6,2.4,3,7.0,3,0,13,7.0,0.0,85.0,7,10,2,1,0,0.0
63,4,58.5,2.39,3,3.0,0,0,6,3.0,0.0,100.0,7,0,2,1,0,0.0
64,2,98.5,3.53,3,3.0,4,19,15,3.0,0.0,0.0,7,9,2,1,0,0.0
65,5,60.66,2.303,1,5.0,0,2,14,5.0,0.0,100.0,7,0,2,1,0,0.0
66,5,89.1,2.4,3,5.0,0,1,14,5.0,0.0,100.0,7,10,2,1,0,0.0
67,0,154.4,2.2,3,11.0,3,25,19,11.0,1.0,30.0,7,8,2,1,0,0.0
68,3,66.9,2.41,3,4.0,0,15,15,4.0,0.0,100.0,7,0,2,1,0,0.0
69,4,68.6,2.8,3,3.0,0,3,12,3.0,0.0,100.0,7,9,2,1,0,0.0
70,5,66.0,2.34,3,4.0,0,1,7,4.0,0.0,100.0,7,9,2,1,0,0.0
71,4,72.06,2.35,3,6.0,3,1,11,3.0,0.0,50.0,21,10,2,1,0,0.0
72,0,121.3,2.45,3,7.0,0,3,13,7.0,0.0,100.0,7,10,2,1,0,0.0
73,5,80.8,2.45,3,5.0,0,1,17,5.0,0.0,100.0,7,0,2,1,0,0.0
74,4,89.3,2.48,3,4.0,0,16,13,4.0,1.0,100.0,7,8,2,1,0,0.0
75,5,83.06,2.45,3,5.0,0,21,14,5.0,0.0,100.0,7,0,2,1,0,0.0
76,5,84.8,2.56,3,4.0,0,16,4,4.0,0.0,100.0,7,10,2,1,0,0.0
77,4,85.44,2.58,3,4.0,0,1,4,4.0,0.0,100.0,7,10,2,1,0,0.0
78,0,191.2,2.69,3,8.0,0,0,6,8.0,0.0,100.0,7,10,2,1,0,0.0
79,3,79.1,2.45,3,5.0,0,16,9,5.0,1.0,100.0,7,0,2,1,0,0.0
80,4,81.8,2.3,3,5.0,0,0,16,5.0,0.0,100.0,7,0,2,1,0,0.0
81,4,68.2,2.33,3,4.0,0,1,14,4.0,0.0,100.0,21,1,2,0,0,0.0
82,3,72.75,2.37,3,4.0,0,0,4,4.0,0.0,100.0,7,0,2,1,0,0.0
83,0,191.8,2.43,3,8.0,3,2,12,8.0,0.0,95.0,7,9,2,1,0,0.0
84,5,79.4,2.5,3,5.0,2,1,3,3.0,0.0,80.0,7,9,2,1,0,0.0
85,1,40.3,2.3,3,2.0,0,25,4,1.0,0.0,100.0,30,1,2,1,0,0.0
86,5,72.44,2.5,3,3.0,0,3,8,3.0,0.0,100.0,7,9,2,1,0,0.0
87,0,89.1,2.38,3,6.0,0,0,15,6.0,0.0,100.0,7,0,2,1,0,0.0
88,3,66.6,2.4,3,4.0,0,16,14,4.0,0.0,100.0,7,0,2,1,0,0.0
89,5,179.1,2.73,3,7.0,0,0,15,7.0,1.0,100.0,8,7,2,0,0,0.0
90,5,57.06,2.32,3,3.0,0,0,8,3.0,0.0,100.0,7,0,0,1,0,0.0
91,3,90.5,2.4,3,5.0,0,1,6,5.0,0.0,100.0,7,10,2,1,0,0.0
92,4,91.9,2.34,3,5.0,0,0,8,5.0,0.0,100.0,7,0,2,1,0,0.0
93,0,537.0,2.69,3,13.0,0,0,16,13.0,1.0,100.0,13,10,2,1,0,0.0
94,0,134.1,2.48,1,5.0,0,16,6,5.0,0.0,100.0,7,14,2,1,0,0.0
95,5,111.8,2.85,3,5.0,3,16,5,5.0,0.0,95.0,7,10,2,1,0,0.0
96,4,84.25,2.57,3,5.0,0,16,4,5.0,1.0,100.0,7,10,2,1,0,0.0
97,4,88.56,2.36,3,5.0,0,3,8,5.0,0.0,100.0,7,10,2,1,0,0.0
98,5,70.8,2.5,3,4.0,0,3,6,4.0,0.0,100.0,7,0,2,1,0,0.0
99,5,103.2,2.45,3,4.0,3,1,4,4.0,0.0,75.0,7,10,2,1,0,0.0
100,5,29.4,2.23,3,1.0,0,15,12,1.0,0.0,100.0,30,9,2,1,0,0.0
101,5,77.5,2.35,3,5.0,0,0,6,5.0,0.0,100.0,7,10,2,1,0,0.0
102,0,96.6,2.26,3,6.0,2,3,13,6.0,0.0,96.0,8,0,2,0,0,0.0
103,3,69.8,2.33,3,5.0,0,2,14,5.0,0.0,100.0,7,0,2,1,0,0.0
104,5,237.8,2.6,3,6.0,0,16,4,6.0,1.0,100.0,7,7,2,1,0,0.0
105,5,48.47,2.35,3,3.0,0,25,4,3.0,0.0,100.0,7,0,2,1,0,0.0
106,4,81.9,2.3,3,5.0,0,16,16,5.0,0.0,100.0,7,0,2,1,0,0.0
107,3,80.8,2.3,3,5.0,0,0,6,5.0,0.0,100.0,7,0,2,1,0,0.0
108,0,98.06,2.39,3,5.0,3,16,16,5.0,1.0,75.0,7,10,2,1,0,0.0
109,4,57.7,2.4,3,4.0,0,0,14,4.0,0.0,100.0,7,0,2,1,0,0.0
110,3,94.8,2.4,3,4.0,0,3,4,4.0,0.0,100.0,7,0,2,1,0,0.0
111,0,99.94,2.4,3,5.0,0,0,11,5.0,0.0,100.0,7,0,2,1,0,0.0
112,0,260.2,2.42,3,6.0,0,1,8,6.0,0.0,100.0,7,10,2,1,0,0.0
113,5,50.75,2.3,3,3.0,0,0,4,3.0,0.0,100.0,7,10,2,1,0,0.0
114,5,108.0,2.6,3,6.0,3,1,7,6.0,0.0,78.0,7,9,2,1,0,0.0
115,4,81.1,2.45,3,5.0,2,16,4,5.0,0.0,83.0,7,0,2,1,0,0.0
116,5,72.6,2.44,3,3.0,0,3,18,3.0,2.0,100.0,7,7,2,1,0,0.0
117,4,82.7,2.43,3,5.0,4,3,14,5.0,0.0,0.0,7,0,2,1,0,0.0
118,0,85.3,2.5,3,4.0,0,0,6,4.0,0.0,100.0,7,0,2,1,0,0.0
119,5,73.8,2.4,3,4.0,0,0,4,4.0,0.0,100.0,7,0,2,1,0,0.0
120,5,82.4,2.45,3,5.0,0,3,6,5.0,0.0,100.0,7,0,2,1,0,0.0
121,3,91.6,2.4,3,5.0,0,16,13,5.0,0.0,100.0,7,0,2,1,0,0.0
122,5,117.3,2.65,3,6.0,0,3,2,6.0,0.0,100.0,7,0,2,1,0,0.0
123,5,110.0,2.43,3,4.0,0,1,7,4.0,0.0,100.0,7,10,2,1,0,0.0
124,5,82.6,2.3,3,5.0,0,16,6,5.0,0.0,100.0,7,10,2,1,0,0.0
125,5,91.56,2.4,3,5.0,0,16,4,5.0,2.0,100.0,7,10,2,1,0,0.0
126,0,81.06,2.61,3,5.0,0,1,6,5.0,0.0,100.0,7,0,2,1,0,0.0
127,3,93.94,2.37,3,5.0,3,27,0,5.0,0.0,20.0,7,9,2,1,0,0.0
128,5,106.94,2.36,3,4.0,0,3,6,4.0,0.0,100.0,7,0,2,1,0,0.0
129,4,66.4,2.77,3,4.0,0,16,3,4.0,0.0,100.0,7,0,2,1,0,0.0
130,0,83.0,2.3,3,5.0,0,3,17,5.0,0.0,100.0,7,10,2,1,0,0.0
131,4,107.8,2.6,3,4.0,0,2,17,4.0,1.0,100.0,7,10,2,1,0,0.0
132,4,62.25,2.32,3,3.0,0,0,11,3.0,1.0,100.0,21,9,2,0,0,0.0
133,4,63.8,2.7,3,3.0,0,1,7,3.0,0.0,100.0,7,10,2,1,0,0.0
134,0,144.2,2.36,3,8.0,0,3,7,8.0,0.0,100.0,7,10,0,1,0,0.0
135,4,88.44,2.29,3,4.0,0,3,7,4.0,0.0,100.0,7,10,2,1,0,0.0
136,3,90.0,2.4,3,5.0,0,3,6,5.0,0.0,100.0,7,9,2,1,0,0.0
137,3,106.75,2.48,3,6.0,0,16,4,6.0,0.0,100.0,7,0,2,1,0,0.0
138,0,116.06,2.44,1,5.0,0,3,11,5.0,0.0,100.0,7,10,2,1,1,0.0
139,0,111.5,2.3,3,6.0,0,0,11,6.0,1.0,100.0,7,8,2,1,0,0.0
140,5,58.53,2.43,3,4.0,0,3,14,4.0,1.0,100.0,7,10,2,1,0,0.0
141,4,49.4,2.4,3,4.0,0,16,3,4.0,0.0,100.0,7,0,2,1,0,0.0
142,3,72.8,2.19,3,4.0,0,3,6,4.0,0.0,100.0,7,0,2,1,0,0.0
143,0,144.0,2.36,3,6.0,0,14,6,6.0,1.0,100.0,7,14,2,1,0,0.0
144,0,124.5,2.5,3,6.0,0,0,7,6.0,0.0,100.0,7,0,2,1,0,0.0
145,0,70.5,2.3,3,4.0,0,1,3,4.0,0.0,100.0,7,0,2,1,0,0.0
146,4,84.8,2.4,3,3.0,0,0,8,3.0,0.0,100.0,7,0,2,1,0,0.0
147,5,88.6,2.3,3,5.0,0,0,13,5.0,0.0,100.0,7,0,2,1,0,0.0
148,5,97.4,2.5,3,5.0,0,16,7,5.0,0.0,100.0,7,10,2,1,0,0.0
149,3,69.8,2.46,3,4.0,0,1,14,4.0,0.0,100.0,7,0,2,1,0,0.0
150,5,86.7,2.6,3,5.0,0,3,13,5.0,0.0,100.0,7,10,2,1,0,0.0
151,2,118.0,2.7,3,5.0,0,8,3,5.0,0.0,100.0,7,0,2,1,0,0.0
152,5,92.4,2.28,3,6.0,4,12,4,6.0,0.0,0.0,8,14,2,0,0,0.0
153,5,85.2,2.47,3,6.0,3,0,15,5.0,0.0,90.0,7,1,2,1,0,0.0
154,5,77.7,2.47,3,4.0,0,16,19,4.0,1.0,100.0,7,10,2,1,0,0.0
155,4,136.8,2.77,3,6.0,0,16,6,6.0,0.0,100.0,7,10,2,1,0,0.0
156,0,159.2,2.4,3,7.0,0,0,4,7.0,0.0,100.0,7,9,2,1,0,0.0
157,5,88.44,2.38,3,4.0,0,1,13,4.0,0.0,100.0,7,1,2,1,0,0.0
158,3,67.2,2.79,3,5.0,0,16,7,5.0,2.0,100.0,7,10,1,1,0,0.0
159,4,90.25,2.36,3,4.0,0,0,12,4.0,0.0,100.0,7,0,2,1,0,0.0
160,0,117.0,2.3,3,6.0,0,3,4,6.0,0.0,100.0,7,10,2,1,0,0.0
161,5,103.6,2.3,3,5.0,0,0,8,5.0,0.0,100.0,7,10,2,1,0,0.0
162,4,86.06,2.38,3,4.0,0,1,6,4.0,0.0,100.0,7,0,2,1,0,0.0
163,4,56.0,2.34,3,4.0,0,0,7,4.0,0.0,100.0,7,0,2,1,0,0.0
164,5,101.1,2.23,3,8.0,0,14,7,8.0,0.0,100.0,7,10,2,1,0,0.0
165,3,56.2,2.36,3,4.0,0,0,15,4.0,0.0,100.0,8,0,2,0,0,0.0
166,3,89.1,2.38,3,3.0,0,3,11,3.0,0.0,100.0,7,0,2,1,0,0.0
167,0,150.0,2.5,3,6.0,0,1,13,6.0,1.0,100.0,7,10,2,1,0,0.0
168,4,73.6,2.35,3,4.0,0,16,3,4.0,1.0,100.0,7,12,2,1,0,0.0
169,5,77.06,2.3,3,5.0,0,3,6,5.0,0.0,100.0,7,0,2,1,0,0.0
170,4,74.8,2.26,3,5.0,0,1,4,5.0,0.0,100.0,7,0,2,1,0,0.0
171,0,106.0,2.45,3,5.0,0,16,4,5.0,0.0,100.0,7,0,2,1,0,0.0
172,5,79.7,2.4,3,7.0,0,1,4,7.0,0.0,100.0,7,10,2,1,0,0.0
173,3,72.7,2.4,3,4.0,3,16,6,4.0,0.0,70.0,7,0,2,1,0,0.0
174,5,101.9,2.44,3,5.0,0,3,8,3.0,1.0,100.0,2,4,2,0,0,0.0
175,4,111.4,2.6,3,6.0,0,16,9,6.0,0.0,100.0,7,0,2,1,0,0.0
176,4,104.1,2.81,3,5.0,3,1,4,5.0,0.0,50.0,7,0,2,1,0,0.0
177,5,79.0,2.5,3,5.0,0,0,8,5.0,0.0,100.0,7,0,2,1,0,0.0
178,5,88.5,2.6,3,4.0,0,1,8,4.0,0.0,100.0,7,9,2,1,0,0.0
179,0,197.0,2.42,3,8.0,0,2,7,8.0,0.0,100.0,7,9,2,1,0,0.0
180,3,84.4,2.49,3,5.0,0,3,8,5.0,0.0,100.0,7,9,2,1,0,0.0
181,5,60.0,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7,10,2,1,0,0.0
182,1,30.67,2.33,3,2.0,3,3,4,2.0,0.0,50.0,15,0,2,0,0,0.0
183,3,81.2,2.42,3,5.0,0,3,6,5.0,0.0,100.0,7,0,2,1,0,0.0
184,5,58.7,2.37,3,4.0,0,0,15,4.0,0.0,100.0,7,0,2,1,0,0.0
185,5,80.3,2.4,3,4.0,0,25,8,4.0,0.0,100.0,7,0,2,1,0,0.0
186,0,130.6,3.0,3,5.0,3,16,11,5.0,0.0,50.0,7,10,0,1,0,0.0
187,5,96.4,2.56,3,5.0,0,1,4,5.0,0.0,100.0,7,10,2,1,0,0.0
188,5,91.75,2.63,3,5.0,4,16,14,5.0,0.0,0.0,7,10,2,1,0,0.0
189,5,91.9,2.4,3,5.0,0,1,4,5.0,1.0,100.0,7,10,2,1,0,0.0
190,4,52.3,2.34,3,2.0,0,3,6,2.0,0.0,100.0,7,0,2,1,0,0.0
191,4,92.0,2.4,3,5.0,0,2,13,5.0,0.0,100.0,7,0,2,1,0,0.0
192,5,68.3,2.31,3,3.0,0,1,4,3.0,0.0,100.0,7,0,2,1,0,0.0
193,4,66.56,2.57,3,5.0,0,1,7,5.0,0.0,100.0,7,10,2,1,0,0.0
194,5,86.8,2.4,3,4.0,0,3,6,4.0,0.0,100.0,7,10,2,1,0,0.0
195,0,142.0,2.36,1,5.0,0,0,4,5.0,1.0,100.0,7,10,2,1,0,0.0
196,5,69.8,2.3,3,5.0,0,3,8,5.0,0.0,100.0,7,9,2,1,0,0.0
197,4,85.44,2.46,3,5.0,0,3,7,5.0,0.0,100.0,7,10,2,1,0,0.0
198,5,72.6,2.4,3,6.0,0,1,18,6.0,1.0,100.0,7,0,2,1,0,0.0
199,0,96.4,2.4,3,5.0,0,1,2,5.0,0.0,100.0,8,8,2,0,0,0.0
200,3,81.56,2.45,3,5.0,0,16,3,5.0,0.0,100.0,7,0,0,1,0,0.0
201,3,81.6,2.59,3,5.0,0,16,6,5.0,0.0,100.0,7,10,2,1,0,0.0
202,4,67.5,2.3,3,4.0,0,0,19,4.0,0.0,100.0,7,0,2,1,0,0.0
203,5,68.7,2.66,3,4.0,0,16,3,4.0,0.0,100.0,7,0,2,1,0,0.0
204,0,109.2,2.7,3,4.0,0,3,8,4.0,0.0,100.0,7,9,2,1,0,0.0
205,3,59.6,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7,9,2,1,0,0.0
206,0,89.0,2.4,3,5.0,0,0,14,5.0,0.0,100.0,7,10,2,1,0,0.0
207,0,124.6,2.43,3,6.0,0,1,4,6.0,0.0,100.0,7,0,2,1,0,0.0
208,5,62.1,2.4,3,4.0,0,23,11,4.0,0.0,100.0,23,0,2,0,0,0.0
209,5,164.6,2.9,3,8.0,0,16,3,8.0,1.0,100.0,7,12,2,1,0,0.0
210,0,72.06,2.29,3,5.0,0,0,4,5.0,0.0,100.0,7,9,2,1,0,0.0
211,0,100.75,2.6,3,6.0,0,1,14,6.0,0.0,100.0,7,0,2,1,0,0.0
212,5,192.5,3.0,3,7.0,4,16,11,7.0,2.0,0.0,7,14,2,1,0,0.0
213,4,55.5,2.32,3,3.0,0,0,4,3.0,0.0,100.0,7,0,2,1,0,0.0
214,3,53.8,2.33,3,3.0,4,0,14,3.0,0.0,0.0,21,9,2,0,0,0.0
215,0,98.56,2.43,3,6.0,0,3,8,6.0,0.0,100.0,7,0,2,1,0,0.0
216,3,127.0,2.35,3,7.0,0,25,8,7.0,0.0,100.0,7,0,2,1,0,0.0
217,4,74.8,2.43,3,4.0,0,1,4,4.0,0.0,100.0,7,9,2,1,0,0.0
218,4,111.0,2.19,3,4.0,0,1,4,4.0,0.0,100.0,7,0,2,1,0,0.0
219,5,76.8,2.4,3,4.0,0,3,4,4.0,1.0,100.0,7,0,2,1,0,0.0
220,4,90.0,2.4,3,5.0,3,27,11,5.0,0.0,20.0,7,0,2,1,0,0.0
221,5,80.94,2.3,3,4.0,0,1,8,4.0,0.0,100.0,7,0,2,1,0,0.0
222,5,105.6,2.61,3,5.0,3,3,13,5.0,0.0,90.0,7,10,2,1,0,0.0
223,0,291.0,2.3,3,7.0,0,3,3,7.0,1.0,100.0,7,14,2,1,0,0.0
224,0,194.0,3.0,3,11.0,0,12,7,7.0,0.0,100.0,7,10,2,1,0,0.0
225,5,162.2,2.44,3,7.0,0,1,19,7.0,0.0,100.0,7,0,2,1,0,0.0
226,4,73.0,2.35,3,4.0,0,1,13,4.0,0.0,100.0,7,9,2,1,0,0.0
227,0,166.8,2.35,1,5.0,0,0,15,5.0,0.0,100.0,7,14,2,1,0,0.0
228,5,102.6,2.3,3,4.0,4,1,9,4.0,1.0,0.0,7,10,2,1,0,0.0
229,5,49.6,2.35,3,2.0,3,1,11,2.0,0.0,60.0,7,9,2,1,0,0.0
230,5,95.25,2.29,3,5.0,0,3,14,5.0,0.0,100.0,7,0,2,1,0,0.0
231,4,70.5,2.39,3,3.0,4,16,8,3.0,0.0,0.0,7,10,2,1,0,0.0
232,0,101.25,2.56,3,5.0,0,3,11,5.0,0.0,100.0,7,10,2,1,0,0.0
233,4,98.5,2.36,3,5.0,0,1,4,5.0,0.0,100.0,35,0,2,1,0,0.0
234,5,79.0,2.38,3,4.0,0,1,14,4.0,0.0,100.0,7,0,2,1,0,0.0
235,4,89.2,2.3,3,5.0,0,1,2,5.0,0.0,100.0,7,0,2,1,0,0.0
236,0,56.56,2.21,3,2.0,0,0,19,2.0,0.0,100.0,21,0,2,0,0,0.0
237,4,61.62,2.4,3,4.0,0,3,13,4.0,0.0,100.0,7,0,2,1,0,0.0
238,5,71.75,2.6,3,5.0,0,0,6,5.0,0.0,100.0,7,9,2,1,0,0.0
239,4,95.2,2.27,3,3.0,0,0,6,3.0,1.0,100.0,7,10,2,1,0,0.0
240,4,112.75,2.37,3,4.0,0,0,7,4.0,0.0,100.0,7,8,2,1,0,0.0
241,0,94.0,2.4,3,3.0,0,11,8,3.0,0.0,100.0,21,1,2,0,0,0.0
242,4,81.56,2.64,3,5.0,3,16,19,5.0,0.0,89.0,7,10,2,1,0,0.0
243,0,174.5,2.35,3,8.0,0,2,8,8.0,0.0,100.0,7,0,2,1,0,0.0
244,4,78.0,2.3,3,4.0,0,21,11,4.0,0.0,100.0,7,1,2,1,0,0.0
245,0,183.8,2.4,3,7.0,0,2,14,7.0,1.0,100.0,7,10,2,1,0,0.0
246,0,110.4,2.31,3,7.0,3,1,7,7.0,0.0,90.0,7,10,2,1,0,0.0
247,5,90.3,2.29,3,4.0,0,1,8,4.0,0.0,100.0,7,0,2,1,0,0.0
248,5,118.1,2.45,3,6.0,0,3,7,6.0,0.0,100.0,7,0,2,1,0,0.0
249,3,77.94,2.4,3,4.0,4,0,14,4.0,0.0,0.0,7,0,2,1,0,0.0
250,5,87.9,2.27,3,4.0,0,1,17,4.0,0.0,100.0,7,0,2,1,0,0.0
251,0,171.8,2.42,3,7.0,0,1,4,7.0,0.0,100.0,7,10,2,1,0,0.0
252,5,89.8,2.5,3,5.0,0,16,4,5.0,0.0,100.0,7,10,2,1,0,0.0
253,4,64.3,2.4,3,4.0,0,16,4,4.0,0.0,100.0,7,10,2,1,0,0.0
254,0,89.7,2.4,3,6.0,0,0,15,6.0,0.0,100.0,7,0,2,1,0,0.0
255,5,84.6,2.51,3,5.0,0,21,6,5.0,0.0,100.0,7,0,2,1,0,0.0
256,5,96.3,2.71,3,5.0,0,12,14,5.0,0.0,100.0,7,0,2,1,0,0.0
257,0,92.06,2.34,3,5.0,0,0,7,5.0,0.0,100.0,7,0,2,1,0,0.0
258,4,100.1,2.41,3,6.0,0,3,14,6.0,0.0,100.0,7,10,2,1,0,0.0
259,5,63.9,2.44,3,4.0,0,3,14,4.0,0.0,100.0,7,0,2,1,0,0.0
260,0,168.0,2.38,3,9.0,0,0,19,9.0,1.0,100.0,7,14,2,1,0,0.0
261,5,100.06,2.52,3,5.0,0,16,6,5.0,0.0,100.0,7,10,2,1,0,0.0
262,4,54.38,2.42,3,5.0,0,2,17,3.0,0.0,100.0,7,1,2,1,0,0.0
263,0,630.5,3.1,3,11.0,0,0,15,11.0,0.0,100.0,7,9,2,1,0,0.0
264,3,72.7,2.57,3,4.0,4,18,3,4.0,0.0,0.0,7,0,2,1,0,0.0
265,4,65.6,2.46,3,4.0,0,16,4,4.0,0.0,100.0,7,0,2,1,0,0.0
266,3,88.6,2.35,1,4.0,0,2,6,4.0,0.0,100.0,35,0,2,1,0,0.0
267,5,71.2,2.46,3,5.0,0,3,14,5.0,0.0,100.0,7,10,2,1,0,0.0
268,3,105.06,2.31,3,5.0,0,3,8,5.0,1.0,100.0,7,7,2,1,0,0.0
269,5,111.8,2.6,3,5.0,0,16,13,5.0,1.0,100.0,7,10,2,1,0,0.0
270,5,86.75,2.64,3,5.0,0,16,6,5.0,0.0,100.0,7,0,2,1,0,0.0
271,4,98.7,2.5,3,5.0,0,16,4,5.0,0.0,100.0,7,10,2,1,0,0.0
272,5,67.4,2.3,3,4.0,0,0,7,4.0,1.0,100.0,7,10,2,1,0,0.0
273,0,72.56,2.36,3,3.0,0,0,6,3.0,0.0,100.0,7,0,2,1,0,0.0
